parking_id,floor,spot_id,x,y,status,distance,type,time_period,user_id,arrival_hour,parking_duration
P1,2,S2_114,10,30,0,41.62,disabled,morning,U766,6,7
P1,5,S5_48,45,46,0,89.35,VIP,evening,U4219,5,3
P1,1,S1_73,49,16,1,56.55,normal,afternoon,U965,10,4
P1,3,S3_36,2,23,0,38.09,normal,afternoon,U4407,12,4
P1,1,S1_21,18,20,1,31.91,VIP,evening,U1649,11,2
P1,5,S5_68,27,3,0,52.17,VIP,afternoon,U1002,23,7
P1,2,S2_1,34,30,1,55.34,VIP,evening,U2333,0,4
P1,5,S5_93,25,3,0,50.18,VIP,morning,U2224,2,7
P1,5,S5_105,22,3,1,47.2,normal,morning,U3354,8,2
P1,3,S3_38,23,10,1,40.08,disabled,evening,U3521,19,5
P1,3,S3_46,48,21,0,67.39,disabled,afternoon,U4240,0,5
P1,1,S1_12,37,38,0,58.04,VIP,afternoon,U4176,15,6
P1,1,S1_77,9,23,0,29.7,VIP,evening,U3771,17,4
P1,2,S2_49,27,18,0,42.45,normal,morning,U3042,0,5
P1,3,S3_61,6,23,1,38.77,normal,evening,U3986,23,5
P1,1,S1_69,48,27,1,60.07,normal,afternoon,U3013,0,1
P1,5,S5_38,33,25,1,66.4,normal,afternoon,U1185,0,4
P1,5,S5_45,25,22,0,58.3,normal,afternoon,U4108,0,2
P1,1,S1_3,25,8,1,31.25,disabled,afternoon,U2894,2,2
P1,1,S1_114,23,8,0,29.35,normal,evening,U4513,20,7
P1,4,S4_72,41,36,0,74.56,normal,afternoon,U4371,13,4
P1,2,S2_105,41,28,0,59.65,VIP,afternoon,U708,19,3
P1,3,S3_82,25,35,1,58.01,normal,morning,U2541,0,3
P1,5,S5_4,21,25,1,57.65,normal,morning,U4064,6,1
P1,5,S5_12,10,23,1,50.08,normal,afternoon,U3554,18,4
P1,4,S4_56,13,32,1,54.54,normal,afternoon,U2628,10,3
P1,4,S4_97,47,18,0,70.33,normal,morning,U4369,11,1
P1,5,S5_8,15,17,1,47.67,normal,afternoon,U2565,15,2
P1,1,S1_82,0,18,1,23.0,normal,afternoon,U2554,4,7
P1,3,S3_82,49,30,1,72.45,normal,morning,U4880,15,7
P1,1,S1_7,13,42,0,48.97,VIP,afternoon,U3984,19,5
P1,4,S4_17,36,26,0,64.41,VIP,morning,U4364,8,3
P1,3,S3_33,21,49,0,68.31,normal,afternoon,U3101,6,3
P1,4,S4_45,16,33,1,56.67,VIP,evening,U3095,6,6
P1,2,S2_109,22,26,0,44.06,normal,morning,U695,4,5
P1,1,S1_87,35,48,0,64.41,normal,afternoon,U4219,21,3
P1,5,S5_8,0,16,0,41.0,normal,evening,U1149,8,3
P1,5,S5_69,16,29,0,58.12,normal,morning,U2882,9,5
P1,5,S5_77,31,44,0,78.82,disabled,afternoon,U888,3,2
P1,2,S2_31,32,28,0,52.52,normal,evening,U4675,6,4
P1,3,S3_15,39,2,0,54.05,VIP,evening,U4523,16,4
P1,1,S1_29,9,27,1,33.46,normal,evening,U4239,0,1
P1,3,S3_115,44,25,1,65.61,normal,morning,U673,4,5
P1,3,S3_87,13,39,0,56.11,normal,evening,U1590,3,6
P1,3,S3_95,30,8,0,46.05,normal,afternoon,U624,4,7
P1,3,S3_70,25,1,0,40.02,disabled,afternoon,U4115,0,6
P1,5,S5_66,39,37,0,78.76,normal,evening,U1212,7,6
P1,4,S4_75,7,8,1,30.63,normal,afternoon,U3541,18,4
P1,4,S4_101,25,30,0,59.05,normal,morning,U1474,19,4
P1,5,S5_66,41,0,0,66.0,normal,morning,U1279,5,1
P1,2,S2_61,45,21,1,59.66,normal,afternoon,U592,14,5
P1,3,S3_60,6,16,0,32.09,VIP,evening,U3513,12,7
P1,5,S5_22,0,28,0,53.0,normal,evening,U3786,18,5
P1,3,S3_45,12,9,0,30.0,normal,morning,U2732,14,7
P1,3,S3_46,21,12,0,39.19,normal,evening,U1405,0,4
P1,2,S2_3,26,40,0,57.71,disabled,evening,U3436,22,6
P1,1,S1_16,23,4,1,28.35,normal,morning,U1893,17,4
P1,3,S3_99,25,38,0,60.49,normal,morning,U4313,23,7
P1,5,S5_59,1,32,1,57.02,normal,evening,U2016,17,1
P1,2,S2_39,6,41,0,51.44,VIP,evening,U2315,11,1
P1,4,S4_25,47,31,0,76.3,VIP,afternoon,U1190,20,7
P1,1,S1_3,36,21,1,46.68,normal,afternoon,U3689,2,2
P1,5,S5_35,42,1,1,67.01,VIP,evening,U4022,15,2
P1,5,S5_36,40,29,0,74.41,normal,evening,U3307,4,2
P1,2,S2_112,12,39,0,50.8,normal,afternoon,U4688,9,5
P1,4,S4_57,5,27,1,47.46,normal,afternoon,U836,8,7
P1,2,S2_8,42,6,1,52.43,VIP,afternoon,U2416,19,6
P1,4,S4_116,5,37,1,57.34,normal,evening,U2591,12,6
P1,3,S3_16,14,42,1,59.27,normal,afternoon,U4855,2,4
P1,5,S5_118,34,27,1,68.42,disabled,evening,U3892,2,2
P1,1,S1_51,18,22,1,33.43,normal,evening,U1885,23,1
P1,4,S4_47,15,42,1,64.6,VIP,evening,U1793,6,1
P1,1,S1_96,8,28,0,34.12,normal,morning,U1505,6,4
P1,4,S4_119,16,35,0,58.48,normal,morning,U2671,7,1
P1,4,S4_14,35,4,0,55.23,disabled,evening,U902,0,7
P1,3,S3_77,28,5,1,43.44,normal,afternoon,U3766,8,1
P1,1,S1_17,48,43,1,69.44,disabled,afternoon,U1427,1,4
P1,3,S3_7,25,14,1,43.65,VIP,afternoon,U4351,15,2
P1,4,S4_71,29,42,0,71.04,VIP,morning,U756,6,4
P1,5,S5_44,4,28,1,53.28,normal,evening,U1690,4,3
P1,3,S3_53,29,2,1,44.07,normal,morning,U561,8,5
P1,1,S1_106,12,14,1,23.44,normal,evening,U8,19,2
P1,5,S5_63,28,34,0,69.05,normal,evening,U553,21,5
P1,4,S4_11,1,49,0,69.01,normal,evening,U3268,22,1
P1,2,S2_84,24,29,0,47.64,normal,morning,U4088,22,4
P1,4,S4_109,1,23,1,43.02,normal,afternoon,U4868,16,5
P1,4,S4_35,43,7,0,63.57,normal,afternoon,U4588,20,2
P1,2,S2_23,2,31,1,41.06,normal,evening,U2900,7,7
P1,3,S3_108,17,41,1,59.38,VIP,morning,U494,2,2
P1,2,S2_27,11,6,1,22.53,normal,afternoon,U26,14,3
P1,4,S4_33,36,46,0,78.41,normal,evening,U1526,18,1
P1,1,S1_32,11,12,1,21.28,normal,morning,U4182,6,7
P1,4,S4_52,3,46,0,66.1,disabled,morning,U4674,6,1
P1,1,S1_84,22,33,0,44.66,VIP,afternoon,U4415,22,1
P1,2,S2_98,14,9,0,26.64,normal,evening,U2577,8,2
P1,4,S4_73,15,35,1,58.08,disabled,evening,U3398,9,4
P1,5,S5_80,28,5,0,53.44,normal,evening,U1844,9,5
P1,4,S4_63,0,42,1,62.0,VIP,morning,U3656,10,4
P1,4,S4_71,9,35,1,56.14,VIP,afternoon,U2576,21,3
P1,2,S2_81,45,21,0,59.66,VIP,morning,U403,15,6
P1,1,S1_112,17,22,0,32.8,normal,morning,U4420,12,3
P1,2,S2_61,35,33,1,58.1,normal,morning,U4542,4,4
P1,5,S5_59,3,8,1,33.54,normal,afternoon,U1661,9,5
P1,3,S3_10,5,48,1,63.26,normal,evening,U4927,14,1
P1,3,S3_51,49,3,0,64.09,disabled,evening,U2740,2,2
P1,2,S2_36,5,42,1,52.3,normal,evening,U1250,16,1
P1,1,S1_47,29,38,0,52.8,VIP,afternoon,U2397,0,4
P1,4,S4_18,25,39,0,66.32,normal,morning,U4737,7,1
P1,3,S3_107,20,23,0,45.48,normal,morning,U235,18,5
P1,5,S5_10,11,32,0,58.84,normal,morning,U2940,9,7
P1,4,S4_70,16,49,0,71.55,normal,morning,U2934,15,5
P1,5,S5_32,23,15,0,52.46,normal,evening,U2066,4,5
P1,2,S2_101,25,45,0,61.48,disabled,morning,U1895,9,4
P1,5,S5_29,11,16,0,44.42,normal,evening,U4847,11,5
P1,2,S2_61,33,6,0,43.54,normal,afternoon,U739,9,3
P1,3,S3_79,21,5,0,36.59,normal,evening,U121,20,3
P1,5,S5_62,3,21,0,46.21,VIP,afternoon,U1346,12,6
P1,5,S5_3,36,36,0,75.91,disabled,evening,U1916,17,2
P1,4,S4_36,32,25,0,60.61,normal,evening,U4616,20,6
P1,3,S3_58,11,47,0,63.27,normal,afternoon,U4263,11,4
P1,5,S5_48,40,6,0,65.45,VIP,evening,U4039,9,5
P1,1,S1_100,47,9,0,52.85,normal,morning,U3821,0,2
P1,5,S5_88,8,6,1,35.0,normal,afternoon,U4235,11,5
P1,2,S2_42,12,11,0,26.28,disabled,afternoon,U676,23,5
P1,5,S5_12,34,39,1,76.74,normal,morning,U1895,9,1
P1,5,S5_76,0,43,1,68.0,disabled,evening,U343,9,3
P1,2,S2_26,12,17,1,30.81,disabled,evening,U4697,11,7
P1,3,S3_52,38,24,1,59.94,normal,afternoon,U2981,20,3
P1,5,S5_80,23,43,0,73.76,disabled,evening,U2622,5,5
P1,5,S5_109,41,49,0,88.89,normal,evening,U2266,10,4
P1,5,S5_91,15,25,1,54.15,VIP,evening,U3718,11,7
P1,2,S2_108,13,15,0,29.85,VIP,morning,U2828,5,3
P1,3,S3_41,28,5,0,43.44,disabled,morning,U592,5,5
P1,5,S5_4,33,27,0,67.64,VIP,afternoon,U583,21,3
P1,1,S1_93,30,29,0,46.73,normal,afternoon,U4254,1,2
P1,3,S3_27,23,34,0,56.05,normal,morning,U1069,23,3
P1,4,S4_49,29,30,0,61.73,disabled,morning,U1388,18,6
P1,5,S5_6,23,18,1,54.21,normal,evening,U1704,23,7
P1,5,S5_53,41,44,1,85.14,normal,morning,U500,5,7
P1,5,S5_53,17,22,0,52.8,normal,evening,U2348,14,3
P1,3,S3_60,25,7,0,40.96,VIP,evening,U3808,4,4
P1,4,S4_96,25,46,0,72.35,VIP,evening,U1915,4,5
P1,1,S1_77,10,7,0,17.21,normal,afternoon,U3053,2,4
P1,3,S3_84,46,14,0,63.08,normal,morning,U4889,9,5
P1,4,S4_110,32,45,1,75.22,normal,morning,U4688,17,7
P1,1,S1_115,12,8,1,19.42,VIP,afternoon,U4515,23,1
P1,5,S5_87,44,30,1,78.25,normal,afternoon,U2747,20,6
P1,5,S5_103,26,46,0,77.84,normal,morning,U2348,17,4
P1,4,S4_45,39,28,1,68.01,normal,afternoon,U2037,6,7
P1,5,S5_86,44,12,0,70.61,normal,morning,U2395,11,5
P1,5,S5_105,13,11,0,42.03,VIP,morning,U3496,20,5
P1,3,S3_1,33,3,0,48.14,normal,morning,U259,11,3
P1,2,S2_118,28,5,0,38.44,normal,afternoon,U3197,16,5
P1,3,S3_50,10,6,1,26.66,normal,morning,U3599,4,5
P1,3,S3_76,20,36,0,56.18,normal,morning,U2197,7,1
P1,5,S5_35,48,42,1,88.78,normal,evening,U4413,13,4
P1,5,S5_84,33,11,1,59.79,VIP,afternoon,U3870,23,3
P1,4,S4_38,15,14,0,40.52,normal,evening,U3933,12,3
P1,1,S1_21,14,13,1,24.1,normal,afternoon,U1732,22,5
P1,1,S1_53,8,42,0,47.76,normal,morning,U2693,10,7
P1,1,S1_92,15,40,0,47.72,normal,afternoon,U4338,20,6
P1,3,S3_117,17,43,0,61.24,normal,afternoon,U4690,18,3
P1,1,S1_100,30,48,1,61.6,normal,afternoon,U3177,8,5
P1,3,S3_83,27,2,1,42.07,normal,morning,U1979,12,3
P1,3,S3_37,0,8,0,23.0,normal,evening,U3338,7,4
P1,1,S1_64,21,14,0,30.24,normal,afternoon,U660,8,7
P1,5,S5_53,0,1,0,26.0,normal,afternoon,U2458,14,6
P1,5,S5_1,42,27,0,74.93,VIP,afternoon,U96,6,3
P1,2,S2_22,28,32,0,52.52,disabled,evening,U2667,2,3
P1,2,S2_91,14,10,0,27.2,VIP,morning,U3173,3,5
P1,1,S1_57,48,33,0,63.25,disabled,morning,U2620,11,5
P1,3,S3_44,43,43,0,75.81,normal,morning,U4228,19,7
P1,2,S2_16,9,44,0,54.91,disabled,evening,U187,20,4
P1,3,S3_8,13,9,0,30.81,normal,evening,U4631,17,6
P1,3,S3_28,25,9,0,41.57,normal,evening,U4151,15,7
P1,2,S2_19,27,16,0,41.38,normal,morning,U333,10,3
P1,1,S1_54,49,27,0,60.95,normal,evening,U101,6,2
P1,1,S1_44,41,39,1,61.59,normal,afternoon,U3537,2,7
P1,4,S4_72,19,11,0,41.95,disabled,afternoon,U4577,21,4
P1,5,S5_77,26,14,1,54.53,normal,morning,U3810,11,4
P1,2,S2_48,34,41,1,63.26,normal,morning,U3440,3,1
P1,5,S5_2,30,43,0,77.43,VIP,evening,U2169,16,4
P1,2,S2_60,10,12,0,25.62,VIP,morning,U3143,13,4
P1,2,S2_43,7,12,0,23.89,normal,evening,U3838,14,2
P1,5,S5_115,11,35,0,61.69,normal,evening,U2899,1,4
P1,5,S5_64,16,13,1,45.62,normal,evening,U3686,23,7
P1,1,S1_86,47,38,0,65.44,normal,evening,U4985,19,2
P1,3,S3_22,20,0,0,35.0,normal,morning,U3119,20,7
P1,3,S3_54,21,11,0,38.71,VIP,afternoon,U1285,8,6
P1,4,S4_63,41,29,1,70.22,normal,morning,U541,18,7
P1,5,S5_106,34,30,0,70.34,normal,morning,U1552,16,6
P1,2,S2_96,19,47,0,60.7,normal,afternoon,U1537,18,4
P1,4,S4_103,49,45,1,86.53,normal,afternoon,U2181,8,2
P1,4,S4_80,44,6,0,64.41,VIP,afternoon,U289,0,4
P1,4,S4_117,46,35,0,77.8,normal,evening,U1750,5,7
P1,2,S2_80,10,31,0,42.57,normal,morning,U1333,18,4
P1,3,S3_38,17,44,0,62.17,normal,morning,U1950,20,1
P1,1,S1_116,12,33,0,40.11,normal,afternoon,U1920,3,2
P1,5,S5_19,41,17,1,69.38,normal,afternoon,U1037,22,1
P1,1,S1_88,43,13,0,49.92,normal,evening,U1756,13,1
P1,3,S3_26,39,45,0,74.55,normal,afternoon,U840,2,4
P1,5,S5_29,22,17,1,52.8,normal,evening,U1138,4,7
P1,3,S3_59,10,46,0,62.07,normal,morning,U4430,16,5
P1,2,S2_89,32,32,0,55.25,VIP,afternoon,U376,5,6
P1,4,S4_89,14,3,0,34.32,normal,afternoon,U607,23,4
P1,4,S4_9,40,7,0,60.61,normal,evening,U3710,3,4
P1,2,S2_115,47,13,0,58.76,normal,morning,U282,17,2
P1,2,S2_104,30,16,0,44.0,VIP,morning,U3219,11,1
P1,3,S3_37,24,15,0,43.3,VIP,afternoon,U4750,5,1
P1,4,S4_107,11,12,0,36.28,normal,evening,U1204,7,5
P1,1,S1_34,43,14,1,50.22,normal,afternoon,U3094,22,5
P1,3,S3_86,4,30,1,45.27,normal,morning,U3536,22,2
P1,5,S5_68,33,41,0,77.63,normal,afternoon,U2903,21,4
P1,3,S3_73,42,24,1,63.37,VIP,morning,U3750,21,3
P1,1,S1_68,28,14,0,36.3,normal,morning,U4708,21,5
P1,4,S4_45,42,8,0,62.76,normal,evening,U3840,11,4
P1,3,S3_44,31,49,0,72.98,normal,morning,U4787,3,7
P1,4,S4_16,11,20,1,42.83,normal,afternoon,U2034,14,4
P1,5,S5_113,14,33,0,60.85,normal,morning,U3387,4,7
P1,1,S1_102,13,16,0,25.62,normal,morning,U4078,5,3
P1,1,S1_94,45,34,1,61.4,normal,evening,U1500,22,4
P1,4,S4_83,41,26,0,68.55,normal,afternoon,U1287,15,5
P1,2,S2_52,25,25,0,45.36,VIP,afternoon,U1842,15,6
P1,1,S1_22,12,11,0,21.28,normal,morning,U790,17,2
P1,4,S4_9,2,25,0,45.08,normal,afternoon,U4130,7,2
P1,3,S3_114,13,39,0,56.11,disabled,afternoon,U870,22,6
P1,3,S3_39,14,23,1,41.93,normal,evening,U3910,1,6
P1,5,S5_108,46,8,1,71.69,normal,morning,U3443,23,7
P1,2,S2_48,11,22,0,34.6,disabled,morning,U4951,5,5
P1,2,S2_99,0,46,0,56.0,normal,morning,U4214,4,4
P1,3,S3_21,23,17,0,43.6,normal,evening,U1724,22,6
P1,4,S4_34,5,27,0,47.46,normal,evening,U3910,15,2
P1,1,S1_109,0,5,0,10.0,VIP,evening,U3340,6,7
P1,3,S3_112,0,26,0,41.0,normal,evening,U3692,14,2
P1,5,S5_94,29,48,1,81.08,disabled,afternoon,U4301,10,2
P1,3,S3_90,19,16,0,39.84,VIP,evening,U430,19,2
P1,4,S4_97,42,25,0,68.88,VIP,evening,U3474,7,4
P1,2,S2_106,4,9,0,19.85,VIP,evening,U2655,8,5
P1,5,S5_2,1,38,0,63.01,normal,afternoon,U3425,3,5
P1,4,S4_75,41,46,0,81.62,normal,morning,U1186,8,6
P1,2,S2_78,18,13,0,32.2,disabled,morning,U3179,7,1
P1,5,S5_53,35,6,0,60.51,normal,afternoon,U2539,16,5
P1,4,S4_3,36,25,0,63.83,disabled,morning,U4016,2,1
P1,1,S1_31,40,25,1,52.17,VIP,afternoon,U4723,12,5
P1,1,S1_77,0,24,1,29.0,normal,evening,U522,5,3
P1,4,S4_62,47,2,0,67.04,normal,evening,U2852,13,6
P1,3,S3_113,45,49,1,81.53,disabled,evening,U950,4,2
P1,1,S1_33,12,34,0,41.06,normal,afternoon,U4632,2,3
P1,5,S5_44,41,34,0,78.26,normal,afternoon,U659,10,4
P1,3,S3_70,11,26,1,43.23,normal,evening,U4180,22,3
P1,2,S2_88,42,39,0,67.31,normal,evening,U277,11,2
P1,5,S5_86,34,46,1,82.2,normal,afternoon,U159,13,5
P1,5,S5_14,24,26,0,60.38,normal,evening,U111,14,6
P1,3,S3_90,19,37,0,56.59,VIP,afternoon,U2420,22,5
P1,3,S3_3,9,14,0,31.64,VIP,evening,U2571,15,5
P1,5,S5_64,13,49,0,75.7,normal,evening,U4112,22,6
P1,5,S5_56,40,3,0,65.11,normal,evening,U4004,5,5
P1,4,S4_38,36,47,1,79.2,disabled,morning,U4132,13,4
P1,4,S4_56,41,35,1,73.91,disabled,evening,U466,0,5
P1,1,S1_69,5,37,0,42.34,normal,morning,U1441,20,3
P1,3,S3_72,36,31,1,62.51,normal,afternoon,U529,6,3
P1,4,S4_37,37,31,1,68.27,normal,morning,U4331,23,7
P1,1,S1_8,44,26,0,56.11,normal,afternoon,U1029,17,3
P1,3,S3_118,16,15,1,36.93,normal,afternoon,U4072,14,7
P1,1,S1_43,26,28,0,43.21,normal,morning,U3189,5,2
P1,3,S3_4,28,24,0,51.88,normal,evening,U4708,0,1
P1,5,S5_118,15,47,0,74.34,normal,evening,U3329,20,2
P1,1,S1_60,43,21,1,52.85,normal,evening,U1747,5,5
P1,4,S4_60,18,49,0,72.2,VIP,afternoon,U4192,15,7
P1,2,S2_111,39,12,1,50.8,normal,evening,U2995,13,3
P1,2,S2_109,35,48,0,69.41,disabled,evening,U3034,6,4
P1,3,S3_109,9,49,0,64.82,disabled,morning,U1887,22,1
P1,3,S3_120,21,38,0,58.42,normal,morning,U3588,23,7
P1,3,S3_42,2,26,1,41.08,normal,evening,U4234,16,6
P1,1,S1_21,35,22,0,46.34,normal,morning,U3953,16,2
P1,5,S5_48,28,12,0,55.46,normal,afternoon,U4909,6,5
P1,2,S2_32,48,12,1,59.48,VIP,evening,U4821,15,2
P1,4,S4_34,4,17,1,37.46,normal,morning,U2416,12,6
P1,5,S5_84,47,47,0,91.47,normal,evening,U2327,19,5
P1,4,S4_105,31,25,0,59.82,normal,morning,U3876,7,6
P1,3,S3_120,9,24,1,40.63,normal,morning,U3615,17,2
P1,2,S2_21,35,0,0,45.0,normal,morning,U521,18,5
P1,4,S4_69,44,22,0,69.19,VIP,afternoon,U2017,22,4
P1,3,S3_80,4,15,0,30.52,normal,afternoon,U3373,14,3
P1,4,S4_10,8,12,1,34.42,normal,evening,U3537,13,7
P1,4,S4_16,39,35,0,72.4,normal,morning,U3292,4,1
P1,2,S2_107,38,20,0,52.94,normal,afternoon,U3950,11,1
P1,5,S5_110,37,14,0,64.56,normal,afternoon,U869,11,7
P1,3,S3_77,47,17,1,64.98,normal,evening,U3668,9,5
P1,2,S2_81,41,12,0,52.72,disabled,evening,U3125,12,4
P1,4,S4_28,1,36,0,56.01,VIP,afternoon,U3326,19,5
P1,5,S5_35,10,47,0,73.05,normal,afternoon,U1791,8,7
P1,3,S3_93,18,35,0,54.36,normal,afternoon,U188,4,7
P1,2,S2_106,11,39,0,50.52,VIP,evening,U1406,1,5
P1,5,S5_97,41,19,0,70.19,normal,morning,U4410,14,4
P1,1,S1_31,11,20,1,27.83,VIP,afternoon,U801,3,1
P1,3,S3_15,49,0,0,64.0,normal,evening,U684,15,6
P1,2,S2_18,46,16,0,58.7,normal,afternoon,U1621,15,6
P1,3,S3_41,42,20,0,61.52,normal,evening,U1092,21,5
P1,2,S2_66,39,5,1,49.32,normal,morning,U2775,13,6
P1,2,S2_21,9,42,0,52.95,normal,evening,U2941,21,2
P1,5,S5_41,4,14,1,39.56,normal,afternoon,U4104,16,5
P1,5,S5_28,42,26,1,74.4,VIP,afternoon,U2470,23,7
P1,4,S4_21,29,46,0,74.38,disabled,morning,U4995,2,3
P1,1,S1_68,44,39,0,63.8,normal,evening,U4162,10,5
P1,2,S2_67,4,2,1,14.47,normal,afternoon,U1955,23,1
P1,2,S2_66,43,22,0,58.3,normal,evening,U1393,6,5
P1,5,S5_37,22,32,0,63.83,normal,afternoon,U280,14,2
P1,5,S5_39,2,1,0,27.24,normal,evening,U1923,8,6
P1,1,S1_78,41,44,0,65.14,normal,afternoon,U4550,12,3
P1,5,S5_26,21,20,0,54.0,normal,afternoon,U3679,22,5
P1,1,S1_4,13,19,0,28.02,disabled,afternoon,U3026,13,7
P1,3,S3_1,25,23,1,48.97,normal,morning,U1455,17,6
P1,5,S5_26,2,39,0,64.05,normal,morning,U872,14,1
P1,5,S5_116,10,26,0,52.86,normal,afternoon,U3057,13,2
P1,5,S5_110,17,21,1,52.02,normal,afternoon,U4965,5,5
P1,3,S3_36,6,35,0,50.51,VIP,morning,U2333,9,2
P1,5,S5_72,45,4,1,70.18,VIP,morning,U1562,5,4
P1,4,S4_12,10,2,1,30.2,normal,morning,U3974,18,2
P1,3,S3_101,8,2,0,23.25,normal,evening,U217,20,7
P1,2,S2_64,13,12,1,27.69,VIP,afternoon,U900,1,3
P1,2,S2_44,2,3,1,13.61,normal,afternoon,U2305,16,1
P1,1,S1_53,8,8,1,16.31,disabled,afternoon,U3339,7,7
P1,5,S5_20,38,34,0,75.99,VIP,afternoon,U629,23,3
P1,2,S2_40,13,38,0,50.16,normal,morning,U1957,11,1
P1,2,S2_20,44,27,0,61.62,normal,morning,U4896,0,1
P1,1,S1_9,19,44,0,52.93,normal,morning,U1566,19,6
P1,4,S4_1,4,34,1,54.23,VIP,afternoon,U4248,3,2
P1,1,S1_68,24,9,0,30.63,normal,morning,U2756,17,3
P1,1,S1_36,13,17,0,26.4,VIP,afternoon,U4261,22,7
P1,4,S4_25,2,25,0,45.08,normal,morning,U3914,20,6
P1,3,S3_29,17,43,0,61.24,normal,afternoon,U1615,6,4
P1,1,S1_5,41,21,0,51.07,normal,morning,U400,22,1
P1,3,S3_79,45,41,1,75.88,normal,morning,U3153,8,7
P1,3,S3_57,49,27,0,70.95,disabled,morning,U4748,6,6
P1,5,S5_14,1,7,0,32.07,normal,morning,U4965,0,1
P1,4,S4_90,38,40,0,75.17,normal,evening,U3405,12,3
P1,4,S4_58,17,18,0,44.76,normal,morning,U215,10,1
P1,2,S2_30,16,39,0,52.15,normal,morning,U592,12,2
P1,4,S4_39,47,22,0,71.89,normal,afternoon,U4507,17,4
P1,5,S5_58,28,8,0,54.12,VIP,morning,U1199,13,3
P1,4,S4_117,31,37,1,68.27,disabled,afternoon,U3040,23,7
P1,1,S1_80,37,7,0,42.66,normal,afternoon,U4174,21,4
P1,1,S1_15,49,47,0,72.9,VIP,morning,U3325,2,4
P1,2,S2_111,0,40,1,50.0,normal,morning,U4257,6,2
P1,4,S4_87,14,25,0,48.65,normal,evening,U240,12,6
P1,1,S1_12,28,31,0,46.77,normal,evening,U312,20,4
P1,2,S2_28,49,1,0,59.01,disabled,evening,U4890,19,2
P1,4,S4_120,19,10,1,41.47,VIP,morning,U2345,19,3
P1,5,S5_82,48,26,0,79.59,normal,afternoon,U3612,20,5
P1,2,S2_103,1,45,0,55.01,normal,evening,U59,1,7
P1,1,S1_37,6,19,0,24.92,normal,afternoon,U2847,22,3
P1,4,S4_24,19,38,0,62.49,disabled,evening,U1712,2,7
P1,1,S1_35,29,16,0,38.12,VIP,morning,U920,17,1
P1,5,S5_61,39,38,0,79.45,normal,morning,U3056,13,3
P1,3,S3_83,30,45,0,69.08,normal,morning,U4561,7,6
P1,3,S3_34,10,30,0,46.62,normal,afternoon,U245,20,6
P1,2,S2_26,26,7,1,36.93,normal,evening,U290,15,1
P1,5,S5_87,11,26,0,53.23,normal,morning,U2801,1,5
P1,1,S1_26,27,18,1,37.45,normal,afternoon,U2854,16,4
P1,1,S1_67,45,25,0,56.48,normal,afternoon,U200,2,7
P1,4,S4_51,3,15,1,35.3,normal,evening,U1765,19,4
P1,2,S2_109,47,33,1,67.43,normal,afternoon,U3836,22,5
P1,2,S2_72,26,14,0,39.53,normal,morning,U1044,1,3
P1,3,S3_45,36,5,0,51.35,disabled,evening,U4836,1,3
P1,3,S3_47,32,1,0,47.02,normal,evening,U1048,14,7
P1,1,S1_18,19,16,1,29.84,normal,morning,U2926,19,1
P1,2,S2_63,16,48,0,60.6,normal,evening,U1352,12,7
P1,1,S1_62,19,21,0,33.32,normal,evening,U558,16,5
P1,3,S3_94,22,14,0,41.08,normal,evening,U3313,17,6
P1,3,S3_32,20,39,0,58.83,disabled,evening,U2872,10,7
P1,5,S5_56,1,13,0,38.04,normal,evening,U4818,23,1
P1,4,S4_41,35,43,0,75.44,normal,afternoon,U3743,23,7
P1,2,S2_77,7,4,0,18.06,normal,afternoon,U2738,23,1
P1,4,S4_68,20,17,0,46.25,normal,morning,U3984,21,3
P1,1,S1_73,34,28,0,49.05,normal,afternoon,U4475,23,7
P1,1,S1_52,14,0,0,19.0,VIP,morning,U4546,18,1
P1,1,S1_77,5,29,0,34.43,normal,afternoon,U4683,7,6
P1,2,S2_115,47,38,0,70.44,normal,afternoon,U2095,3,7
P1,1,S1_105,12,17,0,25.81,normal,afternoon,U2036,15,5
P1,3,S3_116,20,26,0,47.8,normal,evening,U1835,2,4
P1,3,S3_106,47,4,1,62.17,VIP,evening,U4349,20,4
P1,1,S1_38,46,7,1,51.53,VIP,afternoon,U1495,5,5
P1,5,S5_84,32,28,0,67.52,normal,evening,U3429,23,5
P1,5,S5_8,21,28,0,60.0,normal,afternoon,U3905,11,4
P1,4,S4_85,36,7,1,56.67,normal,afternoon,U2492,12,4
P1,3,S3_18,0,24,0,39.0,normal,morning,U107,3,3
P1,1,S1_31,8,19,1,25.62,normal,morning,U896,1,2
P1,5,S5_97,23,43,0,73.76,disabled,afternoon,U2807,23,6
P1,3,S3_119,42,16,1,59.94,normal,morning,U1069,0,3
P1,4,S4_99,43,36,0,76.08,normal,afternoon,U2654,9,3
P1,5,S5_58,4,40,1,65.2,normal,morning,U3585,21,4
P1,2,S2_58,14,16,1,31.26,normal,morning,U1352,4,6
P1,4,S4_30,13,22,0,45.55,normal,morning,U1023,11,6
P1,2,S2_53,34,35,0,58.8,normal,afternoon,U2319,10,7
P1,3,S3_30,5,1,1,20.1,normal,evening,U4447,12,2
P1,4,S4_12,17,8,1,38.79,normal,morning,U1576,10,2
P1,4,S4_117,32,22,0,58.83,VIP,afternoon,U4432,16,6
P1,2,S2_60,38,25,0,55.49,normal,evening,U756,20,2
P1,4,S4_13,23,29,1,57.01,normal,evening,U793,17,6
